repeated_times,Accuracy,Precision,Recall,F1,AUC,Process Time
30,0.9134615384615384,0.8017543859649123,0.7336956521739131,0.7616501145912911,0.733695652173913,0.578819751739502
30,0.8653846153846154,0.7552083333333333,0.6392045454545454,0.6702898550724637,0.6392045454545455,0.6257514953613281
30,0.875,0.7341678939617085,0.6261904761904762,0.6557168321874205,0.6261904761904761,0.6212770938873291
30,0.8653846153846154,0.6444444444444444,0.5604395604395604,0.5742690058479532,0.5604395604395603,0.49087095260620117
30,0.8653846153846154,0.7552083333333333,0.6392045454545454,0.6702898550724637,0.6392045454545455,0.4779934883117676
30,0.9134615384615384,0.7976190476190477,0.6710654936461389,0.711733908222975,0.6710654936461389,0.714439868927002
30,0.8942307692307693,0.7444771723122239,0.6503623188405797,0.6814257866889446,0.6503623188405797,0.6809959411621094
30,0.8846153846153846,0.7083333333333333,0.644927536231884,0.6680851063829787,0.644927536231884,0.5841495990753174
30,0.8557692307692307,0.7010869565217391,0.6662921348314607,0.6807857581338244,0.6662921348314607,0.5190579891204834
30,0.9038461538461539,0.7925170068027211,0.6557971014492754,0.695906432748538,0.6557971014492754,0.5160934925079346
30,0.9038461538461539,0.9509803921568627,0.5833333333333334,0.6170839469808542,0.5833333333333334,0.47522687911987305
30,0.9038461538461539,0.7496318114874816,0.6656891495601174,0.695906432748538,0.6656891495601174,0.5468409061431885
30,0.9615384615384616,0.9803921568627452,0.6666666666666666,0.74,0.6666666666666666,0.4753715991973877
30,0.9423076923076923,0.7254901960784313,0.5782312925170068,0.61,0.5782312925170069,0.49227070808410645
30,0.9038461538461539,0.7496318114874816,0.6656891495601174,0.695906432748538,0.6656891495601174,0.5510742664337158
30,0.9134615384615384,0.852046783625731,0.7388888888888889,0.7800235017626322,0.7388888888888888,0.5625922679901123
30,0.8942307692307693,0.7708333333333333,0.6758241758241759,0.7086834733893557,0.6758241758241758,0.5263185501098633
30,0.8461538461538461,0.7849779086892489,0.6198142414860681,0.6483516483516484,0.6198142414860681,0.45789289474487305
30,0.9230769230769231,0.84375,0.7391304347826086,0.7787234042553192,0.7391304347826088,0.539637565612793
30,0.9423076923076923,0.9693877551020409,0.75,0.8175438596491228,0.75,0.5688273906707764
30,0.9423076923076923,0.8911564625850341,0.7446808510638299,0.796875,0.7446808510638298,0.5065438747406006
30,0.9134615384615384,0.9554455445544554,0.625,0.6766839378238342,0.625,0.49834275245666504
30,0.9230769230769231,0.84375,0.7391304347826086,0.7787234042553192,0.7391304347826088,0.4718494415283203
30,0.9230769230769231,0.8262150220913107,0.7165200391006843,0.7567251461988305,0.7165200391006843,0.45619940757751465
30,0.8653846153846154,0.6938775510204082,0.5904761904761905,0.6127659574468085,0.5904761904761904,0.516455888748169
30,0.9038461538461539,0.7925170068027211,0.6557971014492754,0.695906432748538,0.6557971014492754,0.6186776161193848
30,0.9038461538461539,0.6646464646464647,0.5953216374269006,0.6170839469808542,0.5953216374269007,0.47147107124328613
30,0.9230769230769231,0.7244897959183674,0.671875,0.6936671575846833,0.671875,0.5480360984802246
30,0.8846153846153846,0.8605442176870748,0.6505681818181819,0.6950146627565982,0.6505681818181819,0.495943546295166
30,0.8846153846153846,0.9393939393939394,0.6470588235294118,0.6950146627565982,0.6470588235294118,0.5234644412994385
