repeated_times,Accuracy,Precision,Recall,F1,AUC,Process Time
30,0.8807947019867549,0.9391891891891893,0.5714285714285714,0.5926258992805755,0.5714285714285714,0.6653151512145996
30,0.8741721854304636,0.6208920187793427,0.5715277777777779,0.5857039711191336,0.5715277777777777,0.7129907608032227
30,0.8741721854304636,0.6808441558441558,0.6163324979114453,0.6376152583049135,0.6163324979114452,0.6546239852905273
30,0.8874172185430463,0.6409313725490196,0.6723621103117506,0.6542760942760943,0.6723621103117506,0.7048783302307129
30,0.8609271523178808,0.6855392156862745,0.6444656488549618,0.6606741573033708,0.6444656488549619,0.6185166835784912
30,0.8940397350993378,0.6759592326139089,0.6530239833159541,0.6633221850613155,0.6530239833159541,0.7000484466552734
30,0.8874172185430463,0.7017241379310345,0.5770412642669008,0.5999688327879071,0.5770412642669008,0.6436610221862793
30,0.7814569536423841,0.6200614574187884,0.57534435261708,0.5842302878598248,0.57534435261708,0.6627345085144043
30,0.8609271523178808,0.7397163120567376,0.6148097826086957,0.6427847245691112,0.6148097826086957,0.6309318542480469
30,0.8741721854304636,0.7227272727272727,0.6309160305343512,0.6584930365432686,0.6309160305343512,0.6004722118377686
30,0.9072847682119205,0.7425665101721439,0.6519607843137255,0.6831534772182254,0.6519607843137254,0.5775661468505859
30,0.8874172185430463,0.6799687010954616,0.6064814814814814,0.6293140794223827,0.6064814814814815,0.5734708309173584
30,0.9006622516556292,0.7086206896551723,0.5889705882352941,0.6161667513980681,0.588970588235294,0.5946552753448486
30,0.9072847682119205,0.8109929078014184,0.6831662489557226,0.7244525547445255,0.6831662489557226,0.7172243595123291
30,0.8940397350993378,0.7875586854460094,0.6465311004784688,0.6850886339937434,0.646531100478469,0.7562427520751953
30,0.8807947019867549,0.8190559440559441,0.6286116983791402,0.6669117647058824,0.6286116983791402,1.3740475177764893
30,0.8807947019867549,0.7262987012987012,0.6389553429027113,0.6669117647058824,0.6389553429027114,1.1077144145965576
30,0.9271523178807947,0.8435314685314685,0.6926470588235294,0.7411563035686457,0.6926470588235294,0.6106374263763428
30,0.8807947019867549,0.750354609929078,0.6347328244274809,0.6669117647058824,0.6347328244274809,1.149052619934082
30,0.8344370860927153,0.5674460431654677,0.5448564593301435,0.5506487322937745,0.5448564593301436,0.8242652416229248
30,0.8874172185430463,0.7045454545454546,0.602721685689201,0.6293140794223827,0.602721685689201,1.9329798221588135
30,0.8410596026490066,0.6448412698412699,0.5495923913043478,0.5558823529411765,0.5495923913043478,1.3832616806030273
30,0.8609271523178808,0.7861702127659574,0.628095238095238,0.6606741573033708,0.628095238095238,1.1025183200836182
30,0.8741721854304636,0.5688575899843505,0.5458811261730969,0.5529063425276609,0.5458811261730969,0.6949729919433594
30,0.8874172185430463,0.7135036496350364,0.6797629499561018,0.6944411379597667,0.6797629499561018,2.0229997634887695
30,0.8807947019867549,0.7449040767386091,0.6559160305343512,0.6854166666666667,0.6559160305343512,4.181997537612915
30,0.9139072847682119,0.9021909233176839,0.6961832061068702,0.7520525451559934,0.6961832061068701,1.5778799057006836
30,0.8609271523178808,0.7151960784313726,0.6546863988724454,0.6765935747067823,0.6546863988724455,1.2907166481018066
30,0.9337748344370861,0.8086854460093896,0.7198996655518395,0.7548701298701299,0.7198996655518395,1.2447056770324707
30,0.9006622516556292,0.7788961038961039,0.679406850459482,0.7139067828723001,0.6794068504594821,0.8717670440673828
