repeated_times,Accuracy,Precision,Recall,F1,AUC,Process Time
30,0.6291390728476821,0.617316473480857,0.7446886446886447,0.5675122749590834,0.7446886446886446,1.3973557949066162
30,0.6357615894039735,0.6126760563380281,0.7962962962962963,0.5560010692328254,0.7962962962962963,1.5803637504577637
30,0.5629139072847682,0.5964121597737717,0.7278613199665831,0.5066336633663366,0.7278613199665831,1.4592182636260986
30,0.6225165562913907,0.576137171286425,0.75689448441247,0.5114378157461543,0.75689448441247,1.3508589267730713
30,0.6688741721854304,0.633681785967399,0.7879770992366413,0.5990866610025488,0.787977099236641,1.4496867656707764
30,0.7152317880794702,0.6228070175438596,0.843065693430657,0.6041095055179562,0.843065693430657,1.3555591106414795
30,0.6688741721854304,0.617262969588551,0.7877524143985952,0.5814855875831486,0.7877524143985952,1.3461570739746094
30,0.6423841059602649,0.6785714285714286,0.7768595041322315,0.6195408734602463,0.7768595041322314,1.519214153289795
30,0.5827814569536424,0.6234896943852167,0.7360733695652174,0.5440690150970525,0.7360733695652174,1.406294822692871
30,0.5827814569536424,0.6101410934744268,0.7383587786259542,0.5314023939707404,0.7383587786259541,1.3435356616973877
30,0.609271523178808,0.5805114638447972,0.7237745098039217,0.5169964760097587,0.7237745098039216,1.4298033714294434
30,0.6490066225165563,0.6059879175550817,0.7761574074074074,0.5597183253562193,0.7761574074074075,1.4495208263397217
30,0.6026490066225165,0.5790492957746479,0.7200980392156863,0.5122739018087855,0.7200980392156863,1.5139775276184082
30,0.6556291390728477,0.6189759036144578,0.7804928989139515,0.5773040482342808,0.7804928989139516,1.2595393657684326
30,0.6357615894039735,0.6090828924162257,0.7466108452950558,0.561903254734399,0.7466108452950558,1.4020650386810303
30,0.6291390728476821,0.641025641025641,0.7829457364341086,0.5813861386138613,0.7829457364341086,1.5153658390045166
30,0.5629139072847682,0.6010807937632885,0.7274720893141946,0.5114705882352941,0.7274720893141945,2.758725166320801
30,0.6688741721854304,0.6054292929292929,0.7865196078431372,0.5678800366300366,0.7865196078431371,1.843689203262329
30,0.6158940397350994,0.6086346086346086,0.7362595419847329,0.5520662847790507,0.7362595419847326,1.8087806701660156
30,0.6556291390728477,0.6338028169014085,0.803030303030303,0.5884696016771489,0.803030303030303,1.993001937866211
30,0.6556291390728477,0.6231884057971014,0.8059701492537313,0.5773040482342808,0.8059701492537313,1.556605577468872
30,0.6754966887417219,0.6597222222222222,0.80859375,0.6237477752351894,0.80859375,1.3717777729034424
30,0.7549668874172185,0.7016129032258065,0.8531746031746033,0.7013098102111734,0.8531746031746031,1.5490031242370605
30,0.609271523178808,0.595890410958904,0.7846715328467153,0.5237102379043037,0.7846715328467153,1.706702709197998
30,0.5894039735099338,0.5868421052631579,0.7172958735733099,0.515424430641822,0.7172958735733099,1.5486762523651123
30,0.609271523178808,0.5972075869336143,0.7112595419847327,0.5416473735658796,0.7112595419847328,1.461984395980835
30,0.5629139072847682,0.6162790697674418,0.7480916030534351,0.5203118983442434,0.7480916030534351,1.5244529247283936
30,0.5761589403973509,0.627906976744186,0.751937984496124,0.5387552500954562,0.751937984496124,1.5911920070648193
30,0.609271523178808,0.5795414462081129,0.7513935340022297,0.5098751169059801,0.7513935340022296,1.3703372478485107
30,0.6357615894039735,0.6134683098591549,0.7692147034252297,0.561903254734399,0.7692147034252297,1.9526197910308838
